Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
18,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,71,"Serums, Face Masks","Brand, Price","Dark Spots, Oily Skin",Rarely,Micro,Snapchat,Full-Length Video,Late Night,No,451,Very Likely,"Too Many Promotions, No Visible Results",1–5,No,No,YouTube,3,Walter Beauty
31,Female,"20,000–35,000",Business Owner,Bur Dubai,Monthly,113,"Sunscreens, Anti-aging Products, Cleansers","Dermatologist Recommendations, Packaging","Uneven Tone, Dryness",Sometimes,None,Facebook,Full-Length Video,Evening,No,367,Unlikely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",1–5,Yes,Yes,Instagram,2,Christian Beauty
36,Female,"10,000–20,000",Student,Jumeirah,Rarely,215,"Cleansers, Anti-aging Products, Serums, Face Masks","Friends & Family, Brand","Uneven Tone, Acne, Dryness",Often,None,YouTube,Story,Morning,No,165,Very Likely,"Too Many Promotions, No Visible Results, Price Too High",1–5,No,Depends on brand & value,YouTube,3,Robert Beauty
18,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,168,"Serums, Cleansers","Social Media Influencers, Price, Product Reviews","Wrinkles, Dryness",Always,Macro,YouTube,Short Reels,Afternoon,Yes,281,Neutral,"Not Suitable for My Skin, Price Too High",1–5,No,Depends on brand & value,YouTube,5,Gary Beauty
39,Female,"35,000 and above",Homemaker,Downtown,Monthly,120,"Serums, Sunscreens","Brand, Price","Uneven Tone, Wrinkles, Oily Skin",Rarely,Mega,Instagram,Story,Afternoon,Yes,177,Unlikely,"No Visible Results, Lack of Trust, Not Suitable for My Skin",1–5,No,Yes,YouTube,4,Evan Beauty
32,Male,"10,000–20,000",Student,Bur Dubai,Quarterly,130,"Face Masks, Serums, Anti-aging Products","Packaging, Friends & Family, Price","Dark Spots, Oily Skin",Rarely,Micro,YouTube,Short Reels,Morning,No,182,Very Likely,"No Visible Results, Lack of Trust, Price Too High",6–10,Yes,Yes,YouTube,4,Kirk Beauty
26,Female,"35,000 and above",Business Owner,Other,Monthly,113,"Sunscreens, Anti-aging Products, Moisturizers, Cleansers","Product Reviews, Packaging","Dark Spots, Acne, Uneven Tone, Dryness",Sometimes,Macro,Instagram,Story,Evening,No,127,Neutral,"Price Too High, Too Many Promotions, Not Suitable for My Skin",11–20,Yes,No,YouTube,4,Jesse Beauty
35,Female,"Below 5,000",Business Owner,Deira,Quarterly,81,"Cleansers, Face Masks","Social Media Influencers, Product Reviews, Packaging","Oily Skin, Dryness, Uneven Tone, Wrinkles",Always,None,Instagram,Story,Late Night,Yes,207,Likely,Not Suitable for My Skin,6–10,Maybe,Depends on brand & value,Instagram,3,Sheila Beauty
48,Male,"5,000–10,000",Student,Downtown,Monthly,124,"Anti-aging Products, Cleansers, Serums","Social Media Influencers, Friends & Family",Dark Spots,Always,Micro,Facebook,Story,Evening,Yes,124,Neutral,"Lack of Trust, Not Suitable for My Skin, Price Too High",1–5,No,Depends on brand & value,YouTube,2,Kristi Beauty
31,Female,"5,000–10,000",Unemployed,Other,Monthly,155,"Cleansers, Anti-aging Products, Serums, Face Masks","Social Media Influencers, Product Reviews","Acne, Uneven Tone, Dryness, Oily Skin",Often,Macro,Instagram,Static Image Post,Morning,Yes,148,Unlikely,"Lack of Trust, Not Suitable for My Skin, Price Too High",1–5,No,No,Instagram,3,Michael Beauty
31,Male,"5,000–10,000",Student,Other,Monthly,235,"Moisturizers, Serums","Price, Product Reviews","Acne, Dark Spots",Often,Micro,YouTube,Static Image Post,Morning,No,331,Very Likely,"No Visible Results, Too Many Promotions, Lack of Trust",6–10,Yes,Yes,TikTok,3,Matthew Beauty
26,Female,"5,000–10,000",Working Professional,Jumeirah,Quarterly,141,"Anti-aging Products, Serums, Face Masks","Product Reviews, Social Media Influencers",Dryness,Rarely,Micro,Instagram,Short Reels,Late Night,No,127,Unlikely,"No Visible Results, Price Too High",None,Yes,Depends on brand & value,Instagram,4,Pamela Beauty
23,Female,"20,000–35,000",Student,Downtown,Rarely,178,"Face Masks, Anti-aging Products, Sunscreens","Price, Friends & Family","Acne, Dryness, Oily Skin, Dark Spots",Sometimes,Celebrity,YouTube,Short Reels,Morning,Yes,108,Neutral,"Not Suitable for My Skin, Too Many Promotions, Price Too High",More than 20,Yes,No,YouTube,3,Scott Beauty
36,Male,"5,000–10,000",Working Professional,Other,Monthly,65,"Anti-aging Products, Serums, Sunscreens, Cleansers","Price, Product Reviews","Dark Spots, Uneven Tone, Oily Skin",Sometimes,Celebrity,YouTube,Story,Afternoon,Yes,108,Likely,No Visible Results,11–20,Yes,No,Instagram,1,Deborah Beauty
23,Male,"35,000 and above",Working Professional,Other,Rarely,105,"Moisturizers, Cleansers","Dermatologist Recommendations, Brand, Social Media Influencers","Oily Skin, Wrinkles, Dark Spots",Rarely,Micro,YouTube,Story,Evening,Yes,439,Neutral,Price Too High,1–5,No,No,TikTok,4,Michael Beauty
30,Female,"20,000–35,000",Business Owner,Deira,Monthly,50,"Cleansers, Anti-aging Products","Friends & Family, Packaging, Price",Acne,Sometimes,Micro,Instagram,Static Image Post,Afternoon,No,184,Unlikely,Too Many Promotions,None,No,Depends on brand & value,YouTube,5,Matthew Beauty
26,Male,"20,000–35,000",Working Professional,Dubai Marina,Monthly,75,"Moisturizers, Cleansers, Anti-aging Products, Serums","Friends & Family, Brand","Dryness, Acne, Uneven Tone, Wrinkles",Always,Mega,YouTube,Short Reels,Afternoon,No,163,Likely,"Lack of Trust, Price Too High",6–10,Yes,No,YouTube,5,Devon Beauty
33,Male,"5,000–10,000",Student,Deira,Quarterly,166,"Moisturizers, Anti-aging Products, Serums, Sunscreens","Dermatologist Recommendations, Friends & Family","Wrinkles, Acne",Rarely,Micro,TikTok,Story,Evening,Yes,299,Very Likely,No Visible Results,6–10,Maybe,No,YouTube,5,Denise Beauty
32,Female,"10,000–20,000",Working Professional,Jumeirah,Rarely,482,"Moisturizers, Cleansers, Sunscreens, Anti-aging Products","Price, Friends & Family, Brand","Uneven Tone, Acne, Wrinkles, Dark Spots",Sometimes,Micro,TikTok,Short Reels,Afternoon,Yes,316,Neutral,"Lack of Trust, Price Too High",1–5,Yes,Yes,TikTok,5,Christina Beauty
38,Male,"10,000–20,000",Working Professional,Jumeirah,Monthly,59,"Serums, Anti-aging Products","Friends & Family, Price",Uneven Tone,Sometimes,Mega,YouTube,Static Image Post,Late Night,Yes,148,Likely,No Visible Results,6–10,Yes,Yes,YouTube,3,Johnathan Beauty
25,Female,"5,000–10,000",Homemaker,Downtown,Monthly,96,"Cleansers, Moisturizers","Product Reviews, Packaging","Acne, Dark Spots",Rarely,Micro,Instagram,Static Image Post,Evening,No,241,Very Likely,Not Suitable for My Skin,6–10,Yes,No,TikTok,5,Melanie Beauty
27,Female,"5,000–10,000",Student,Jumeirah,Rarely,194,"Anti-aging Products, Serums","Dermatologist Recommendations, Social Media Influencers, Packaging","Uneven Tone, Wrinkles",Sometimes,Macro,TikTok,Short Reels,Evening,No,276,Likely,"Lack of Trust, No Visible Results, Too Many Promotions",6–10,Maybe,No,TikTok,2,Tyrone Beauty
22,Male,"10,000–20,000",Student,Other,Monthly,70,"Serums, Cleansers, Anti-aging Products","Dermatologist Recommendations, Price","Uneven Tone, Dryness, Dark Spots",Sometimes,Mega,Instagram,Story,Late Night,Yes,227,Neutral,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",1–5,Yes,No,Instagram,4,Timothy Beauty
26,Male,"10,000–20,000",Business Owner,Jumeirah,Monthly,122,"Moisturizers, Anti-aging Products, Sunscreens, Serums","Social Media Influencers, Product Reviews",Dark Spots,Often,Micro,TikTok,Story,Late Night,Yes,119,Neutral,No Visible Results,11–20,Yes,Yes,YouTube,4,Gerald Beauty
33,Non-binary,"5,000–10,000",Working Professional,Other,Monthly,168,"Cleansers, Sunscreens, Anti-aging Products","Product Reviews, Price","Dryness, Oily Skin",Sometimes,Macro,YouTube,Static Image Post,Afternoon,Yes,350,Likely,Lack of Trust,11–20,Yes,Yes,Instagram,1,Stephen Beauty
36,Male,"35,000 and above",Working Professional,Bur Dubai,Quarterly,136,"Anti-aging Products, Serums","Packaging, Product Reviews",Wrinkles,Sometimes,Macro,TikTok,Static Image Post,Morning,No,192,Likely,"Too Many Promotions, Lack of Trust, Price Too High",None,Maybe,Yes,Instagram,5,Kristen Beauty
22,Female,"5,000–10,000",Unemployed,Downtown,Weekly,68,"Serums, Face Masks, Sunscreens","Social Media Influencers, Brand, Price",Dryness,Sometimes,Macro,TikTok,Full-Length Video,Late Night,No,139,Very Likely,"No Visible Results, Lack of Trust",11–20,Maybe,Depends on brand & value,TikTok,5,Christine Beauty
36,Female,"10,000–20,000",Working Professional,Bur Dubai,Quarterly,89,"Serums, Anti-aging Products","Packaging, Product Reviews, Brand","Oily Skin, Dryness, Dark Spots",Sometimes,Micro,TikTok,Short Reels,Afternoon,Yes,166,Unlikely,Lack of Trust,1–5,Yes,No,YouTube,3,Roberta Beauty
40,Female,"20,000–35,000",Student,Downtown,Monthly,187,"Face Masks, Anti-aging Products, Serums","Packaging, Price","Dryness, Acne, Uneven Tone, Dark Spots",Never,Micro,Instagram,Short Reels,Morning,No,104,Likely,"No Visible Results, Price Too High",1–5,Yes,Yes,TikTok,5,Laura Beauty
33,Female,"10,000–20,000",Working Professional,Downtown,Monthly,122,"Anti-aging Products, Cleansers","Dermatologist Recommendations, Price","Oily Skin, Wrinkles",Sometimes,Micro,Instagram,Static Image Post,Evening,Yes,116,Unlikely,Too Many Promotions,11–20,No,No,Instagram,2,Jane Beauty
45,Female,"20,000–35,000",Student,Bur Dubai,Monthly,50,"Cleansers, Serums, Sunscreens, Face Masks","Brand, Packaging, Product Reviews",Dryness,Rarely,Mega,Instagram,Full-Length Video,Afternoon,No,274,Likely,No Visible Results,1–5,Maybe,No,YouTube,4,Jeremy Beauty
23,Female,"10,000–20,000",Working Professional,Other,Monthly,178,"Sunscreens, Serums","Packaging, Friends & Family, Product Reviews","Dark Spots, Dryness",Rarely,Macro,YouTube,Static Image Post,Morning,No,100,Likely,"Price Too High, Too Many Promotions, Not Suitable for My Skin",11–20,Yes,Depends on brand & value,TikTok,4,Philip Beauty
20,Female,"20,000–35,000",Working Professional,Bur Dubai,Rarely,53,"Cleansers, Serums, Sunscreens","Social Media Influencers, Price","Dark Spots, Uneven Tone, Acne",Sometimes,Macro,YouTube,Short Reels,Morning,No,164,Likely,"Price Too High, No Visible Results, Too Many Promotions",6–10,Yes,No,YouTube,4,Lisa Beauty
18,Male,"Below 5,000",Working Professional,Other,Weekly,173,"Anti-aging Products, Serums, Cleansers","Dermatologist Recommendations, Packaging, Friends & Family","Acne, Dryness, Oily Skin, Uneven Tone",Sometimes,Micro,YouTube,Short Reels,Late Night,Yes,188,Likely,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",6–10,Yes,Yes,TikTok,5,Angela Beauty
41,Male,"Below 5,000",Business Owner,Deira,Weekly,70,"Sunscreens, Moisturizers","Dermatologist Recommendations, Brand, Packaging","Dryness, Wrinkles",Sometimes,None,TikTok,Static Image Post,Evening,Yes,106,Unlikely,"No Visible Results, Too Many Promotions",6–10,Yes,Depends on brand & value,TikTok,5,Keith Beauty
35,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,335,"Sunscreens, Serums, Moisturizers","Brand, Price, Product Reviews","Acne, Dark Spots, Wrinkles",Often,Celebrity,Instagram,Short Reels,Evening,Yes,533,Very Likely,Price Too High,1–5,Yes,Depends on brand & value,Instagram,5,Cassandra Beauty
29,Male,"10,000–20,000",Homemaker,Downtown,Weekly,91,"Moisturizers, Face Masks, Sunscreens, Serums","Social Media Influencers, Dermatologist Recommendations","Wrinkles, Dark Spots, Acne, Oily Skin",Often,Macro,YouTube,Static Image Post,Morning,No,130,Likely,"Not Suitable for My Skin, Lack of Trust, Price Too High",None,No,No,Instagram,3,Michael Beauty
32,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,85,"Anti-aging Products, Serums, Moisturizers, Face Masks","Dermatologist Recommendations, Product Reviews","Dark Spots, Oily Skin",Rarely,Micro,TikTok,Static Image Post,Afternoon,Yes,143,Neutral,"Not Suitable for My Skin, Too Many Promotions",1–5,No,No,TikTok,5,Lisa Beauty
20,Female,"20,000–35,000",Working Professional,Downtown,Monthly,64,"Anti-aging Products, Serums, Face Masks, Sunscreens","Product Reviews, Brand","Acne, Dryness, Dark Spots",Always,Macro,Facebook,Short Reels,Late Night,No,143,Very Unlikely,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",11–20,No,Depends on brand & value,TikTok,2,Justin Beauty
49,Female,"10,000–20,000",Working Professional,Deira,Monthly,82,"Anti-aging Products, Sunscreens, Serums, Cleansers","Dermatologist Recommendations, Product Reviews, Brand","Acne, Uneven Tone",Often,Macro,YouTube,Static Image Post,Evening,No,131,Neutral,"Price Too High, No Visible Results, Too Many Promotions",None,Yes,Depends on brand & value,Instagram,5,Sarah Beauty
31,Male,"10,000–20,000",Working Professional,Bur Dubai,Quarterly,238,"Moisturizers, Sunscreens, Cleansers, Face Masks","Packaging, Dermatologist Recommendations",Wrinkles,Sometimes,None,Instagram,Short Reels,Afternoon,Yes,100,Unlikely,"Too Many Promotions, Lack of Trust",1–5,Maybe,No,TikTok,3,Austin Beauty
30,Female,"10,000–20,000",Business Owner,Bur Dubai,Weekly,554,"Moisturizers, Anti-aging Products, Face Masks","Price, Friends & Family, Product Reviews",Uneven Tone,Always,Micro,YouTube,Short Reels,Morning,Yes,256,Very Likely,"Too Many Promotions, Price Too High",11–20,Yes,Depends on brand & value,TikTok,2,Ashley Beauty
35,Male,"10,000–20,000",Working Professional,Deira,Monthly,91,"Face Masks, Serums","Social Media Influencers, Friends & Family",Dryness,Sometimes,Macro,Instagram,Short Reels,Morning,No,508,Very Likely,"Lack of Trust, Price Too High, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,YouTube,4,Robert Beauty
33,Female,"5,000–10,000",Student,Jumeirah,Rarely,103,"Serums, Anti-aging Products","Price, Dermatologist Recommendations, Social Media Influencers",Wrinkles,Often,None,YouTube,Static Image Post,Afternoon,Yes,130,Very Likely,Lack of Trust,1–5,Yes,Depends on brand & value,YouTube,3,Katie Beauty
31,Male,"35,000 and above",Homemaker,Jumeirah,Quarterly,165,"Moisturizers, Anti-aging Products, Cleansers","Packaging, Social Media Influencers",Acne,Often,Micro,Instagram,Full-Length Video,Afternoon,No,230,Very Likely,"Not Suitable for My Skin, No Visible Results",1–5,No,Yes,YouTube,3,Thomas Beauty
23,Male,"10,000–20,000",Unemployed,Downtown,Quarterly,245,"Sunscreens, Anti-aging Products","Social Media Influencers, Brand, Packaging","Wrinkles, Uneven Tone, Oily Skin, Dark Spots",Sometimes,Micro,Instagram,Story,Afternoon,Yes,262,Likely,"Lack of Trust, Not Suitable for My Skin, Price Too High",1–5,No,Yes,TikTok,3,Darrell Beauty
33,Male,"20,000–35,000",Working Professional,Jumeirah,Quarterly,130,"Anti-aging Products, Moisturizers, Face Masks","Product Reviews, Dermatologist Recommendations","Uneven Tone, Dryness, Dark Spots, Oily Skin",Always,Macro,Instagram,Static Image Post,Afternoon,Yes,326,Unlikely,"Lack of Trust, Not Suitable for My Skin, No Visible Results",11–20,Yes,Yes,TikTok,2,Kristina Beauty
45,Male,"10,000–20,000",Student,Jumeirah,Weekly,94,"Cleansers, Anti-aging Products, Sunscreens, Moisturizers","Social Media Influencers, Packaging, Dermatologist Recommendations","Oily Skin, Uneven Tone, Wrinkles",Often,Micro,Instagram,Story,Afternoon,No,165,Likely,"Lack of Trust, Too Many Promotions, Not Suitable for My Skin",6–10,No,Depends on brand & value,TikTok,3,Rebecca Beauty
40,Male,"5,000–10,000",Working Professional,Deira,Quarterly,97,"Face Masks, Moisturizers","Packaging, Social Media Influencers","Uneven Tone, Wrinkles",Sometimes,Macro,Facebook,Story,Morning,Yes,143,Unlikely,"Price Too High, Not Suitable for My Skin, Too Many Promotions",1–5,No,Yes,Instagram,1,Samuel Beauty
42,Female,"Below 5,000",Working Professional,Dubai Marina,Monthly,157,"Face Masks, Moisturizers","Dermatologist Recommendations, Friends & Family","Dryness, Dark Spots, Oily Skin",Often,Micro,YouTube,Static Image Post,Afternoon,Yes,147,Neutral,"Not Suitable for My Skin, Lack of Trust",More than 20,Yes,Depends on brand & value,TikTok,4,Karen Beauty
25,Female,"Below 5,000",Working Professional,Dubai Marina,Monthly,50,"Sunscreens, Anti-aging Products, Face Masks","Price, Dermatologist Recommendations, Product Reviews","Uneven Tone, Oily Skin",Always,Micro,Instagram,Story,Afternoon,Yes,249,Likely,"Not Suitable for My Skin, Price Too High",6–10,No,Yes,YouTube,2,Debbie Beauty
22,Male,"10,000–20,000",Unemployed,Bur Dubai,Rarely,136,"Face Masks, Sunscreens","Price, Packaging, Product Reviews","Oily Skin, Acne",Sometimes,Macro,YouTube,Static Image Post,Morning,Yes,303,Likely,Lack of Trust,6–10,Maybe,Yes,TikTok,4,Catherine Beauty
28,Male,"10,000–20,000",Unemployed,Dubai Marina,Monthly,89,"Anti-aging Products, Face Masks","Packaging, Product Reviews","Oily Skin, Dryness, Acne, Wrinkles",Sometimes,Mega,Instagram,Static Image Post,Afternoon,Yes,124,Very Unlikely,"Lack of Trust, Not Suitable for My Skin",6–10,No,Yes,Instagram,3,Shaun Beauty
30,Female,"5,000–10,000",Unemployed,Jumeirah,Monthly,192,"Anti-aging Products, Cleansers, Face Masks, Moisturizers","Social Media Influencers, Product Reviews","Dark Spots, Wrinkles, Dryness, Uneven Tone",Sometimes,Mega,YouTube,Static Image Post,Afternoon,No,155,Neutral,"Lack of Trust, No Visible Results",11–20,Yes,No,Instagram,5,Stephanie Beauty
38,Female,"10,000–20,000",Student,Dubai Marina,Quarterly,58,"Cleansers, Anti-aging Products, Face Masks","Price, Brand, Product Reviews","Dark Spots, Oily Skin",Sometimes,Micro,Instagram,Story,Afternoon,No,378,Very Likely,Price Too High,11–20,No,No,Instagram,5,Matthew Beauty
18,Prefer not to say,"5,000–10,000",Homemaker,Downtown,Monthly,129,"Cleansers, Face Masks, Anti-aging Products, Serums","Friends & Family, Dermatologist Recommendations, Price","Uneven Tone, Dark Spots",Sometimes,Micro,Snapchat,Story,Late Night,No,297,Very Likely,"Not Suitable for My Skin, Lack of Trust, Too Many Promotions",6–10,No,Depends on brand & value,YouTube,3,Dustin Beauty
42,Female,"20,000–35,000",Working Professional,Downtown,Weekly,109,"Cleansers, Moisturizers, Sunscreens, Anti-aging Products","Product Reviews, Friends & Family","Uneven Tone, Dark Spots, Wrinkles, Dryness",Sometimes,Micro,Snapchat,Story,Evening,Yes,602,Very Unlikely,"No Visible Results, Too Many Promotions",11–20,Maybe,No,YouTube,5,Anthony Beauty
28,Male,"20,000–35,000",Working Professional,Jumeirah,Weekly,142,"Sunscreens, Serums, Face Masks, Anti-aging Products","Friends & Family, Dermatologist Recommendations, Brand","Oily Skin, Dark Spots, Wrinkles, Uneven Tone",Sometimes,Micro,TikTok,Story,Evening,No,268,Very Likely,Not Suitable for My Skin,1–5,Yes,Yes,TikTok,5,Christina Beauty
26,Male,"20,000–35,000",Working Professional,Bur Dubai,Quarterly,56,"Moisturizers, Sunscreens","Friends & Family, Dermatologist Recommendations","Dryness, Wrinkles, Dark Spots, Acne",Often,Micro,Instagram,Short Reels,Late Night,Yes,159,Very Likely,"Too Many Promotions, Lack of Trust, Not Suitable for My Skin",11–20,Maybe,No,TikTok,5,Emily Beauty
